Publishing Date,Headlines,Category
3/6/2012,['Bidding for SSGC’s SNG equipment on 15th'],Stock
4/28/2012,['SSGC join hands with Nokia'],Stock
7/4/2012,['SSGC plans to extract  additional LPG from Bobi field'],Stock
7/25/2012,['SSGC to install advanced meters at houses'],Stock
8/19/2012,['SSGC stops gas supply to industries'],Stock
9/1/2012,"['Ogra identifies HR malpractices in SNGPL, SSGC']",Stock
9/2/2012,['Adviser asks SSGC to issue warning to KESC'],Stock
9/18/2012,['SSGC to get $200m from World Bank next week'],Stock
10/12/2012,"['IHS, SSGC to sign  agreement regarding gas terminals']",Stock
10/16/2012,['SSGC allowed to include non-customer theft in UFG calculation'],Stock
10/19/2012,['SSGC to import 400mmcfd re-gasified LNG'],Stock
11/6/2012,['SSGC managing director resigns'],Stock
12/20/2012,['SSGC takes steps to meet energy needs'],Stock
3/2/2013,"['KESC, SSGC lock horns over outstanding dues issue']",Stock
3/5/2013,['SSGC calls for revision in UFG benchmark'],Stock
3/11/2013,['SSGC considers awarding LNG import contract today'],Stock
4/24/2013,['SSGC seeks raise in gas price'],Stock
5/3/2013,['SSGC wins Consumers’ Choice Award'],Stock
5/9/2013,['SSGC gets stay order'],Stock
5/29/2013,['KCCI welcomes KESC-SSGC agreement'],Stock
6/1/2013,['SSGC denies supplying free gas to any hospital'],Stock
6/7/2013,['SSGC enhances customer services'],Stock
7/13/2013,['SSGC accuses Ogra of patronising gas theft'],Stock
7/21/2013,"['SSGC clarifies KESC non-payment', 'SSGC raid in Mehran Town']",Stock
7/25/2013,['SSGC cracks down on illegal connections'],Stock
7/27/2013,['SSGC’s clampdown on illegal gas users'],Stock
9/13/2013,['SSGC’s unaccounted gas at 40pc'],Stock
9/14/2013,['UFG a major challenge for SSGC'],Stock
9/27/2013,['SSGC intensifies drive to recover outstanding dues'],Stock
10/26/2013,['SSGC implements technology roadmap'],Stock
10/31/2013,['SSGC shareholders elect new board'],Stock
11/27/2013,['SSGC conditionally approves LNG import contract'],Stock
12/5/2013,['SSGC join hands with U Microfinance Bank for e-payments'],Stock
12/21/2013,['SSGC collaborates with UBL to facilitate e-payments'],Stock
1/1/2014,['SSGC’s shortfall surges'],Stock
1/8/2014,['SSGC seeks surge in gas tariff by Rs52'],Stock
1/30/2014,['SSGC succeeds in reducing UFG levels'],Stock
2/27/2014,['SSGC’s LPG business racks up huge losses'],Stock
4/23/2014,"['K-Electric, SSGC sign agreement to settle gas supply, payment issues']",Stock
5/28/2014,['SSGC’s meter plant exceeds production target'],Stock
6/27/2014,['SSGC doubles efforts against thieves'],Stock
7/18/2014,['Warsi new SSGC MD'],Stock
7/23/2014,['SSGC MD demands revision in UFG benchmarks'],Stock
9/28/2014,['SSGC suspends gas supply to industries for a week'],Stock
10/18/2014,['SSGC may okay $0.27m per day capacity charges'],Stock
11/6/2014,['No SSGC financial accounts for second year'],Stock
12/21/2014,['SSGC faces 110mmcfd cut in supply'],Stock
1/7/2015,['Khalid Rahman appointed as Managing Director of SSGC'],Stock
1/21/2015,['SSGC ask industries to reduce load'],Stock
5/28/2015,['SSGC employees stage demo'],Stock
6/11/2015,"['SSGC, NGOs sign MoUs']",Stock
7/21/2015,"['SSGC warns PSM of supply halt, seeks Rs35bln dues']",Stock
7/26/2015,['SSGC withholds decision to cut  gas supply to PSM on govt’s assurance'],Stock
8/16/2015,"['Liquidity crunch puts SSGC’s expansion plans in jeopardy', 'SSGC serves fresh supply disconnection warning to PSM']",Stock
9/2/2015,['Eight SSGC officers go underground to escape operation by Rangers'],Stock
10/1/2015,['Rangers’ report on SSGC-KESC affairs questioned by govt'],Stock
10/28/2015,"['SNGPL, SSGC rack up Rs46.37 bn line losses in 2014-15']",Stock
11/18/2015,['SHC directs SSGC to collect Rs4.1 billion sales tax from CNG stations'],Stock
12/11/2015,['LPG dealers slam rise in price by SSGC'],Stock
12/20/2015,['SSGC steps up efforts to reverse low gas supply situation'],Stock
12/25/2015,['SSGC plans expansion projects in Karachi'],Stock
1/2/2016,['SSGC to announce financial results after three-year recess'],Stock
2/3/2016,['No incremental charge on LNG supply: SSGC MD'],Stock
3/16/2016,"['SSGC, TCF & WWF sign MoUs']",Stock
3/18/2016,['SSGC cuts illegal connections'],Stock
4/12/2016,['SSGC’s net losses up 44pc in 2015'],Stock
5/21/2016,['SSGC receives best corporate award'],Stock
6/21/2016,['SSGC records Rs7bln losses'],Stock
6/24/2016,"['SNGPL, SSGC to spend Rs71bln on transmission upgrades']",Stock
7/2/2016,"['SC allows JJVL owner to go abroad, grants ex-SSGC MD bail']",Stock
8/17/2016,['SSGC proposal for gas price hike faces opposition'],Stock
8/25/2016,"['SSGC plans Rs118bln in spending to improve, expand network']",Stock
2/10/2017,['SSGC to cut gas supply to govt organisations'],Stock
2/12/2017,['SSGC laying 160-km gas pipelines'],Stock
4/7/2017,['SSGC plans Rs64.9bln pipeline project to transport 1.2bcfd gas'],Stock
4/14/2017,['SSGC links Rs1 billion security deposit for gas supply to Sindh’s power plant'],Stock
5/8/2017,['SSGC victim of Rs155 bn circular debt'],Stock
5/16/2017,['SSGC to complete gas pipeline by August'],Stock
7/6/2017,['FBR issues Rs8.2bln tax recovery notice to SSGC'],Stock
8/16/2017,['SSGC to provide gas to over 137 villages this year'],Stock
10/10/2017,['SSGC to commission SNG project in Awaran'],Stock
12/13/2017,['Engro to supply additional 200mmscfd gas to SSGC'],Stock
1/19/2018,['SSGC advises industry to use RLNG'],Stock
3/29/2018,"['NAB approves corruption references against ex-MD SSGC, others']",Stock
4/11/2018,['SSGC urges OGRA to raise gas tariff'],Stock
4/21/2018,"['SSGC, K-Electric pass the buck as talks on Karachi power crisis hit deadlock']",Stock
4/24/2018,['PM steps in to resolve K-Electric-SSGC row'],Stock
6/5/2018,"['SNGPL, SSGC to set up 33 LPG air mix plants']",Stock
8/17/2018,['Gas sale-purchase agreement delayed by SSGC: Nepra reserves judgment on RLNG supply to KE'],Stock
8/28/2018,"['Outstanding payments of SSGC, SNGPL pile up to multibillion rupees']",Stock
11/29/2012,['Gul Ahmed Textile to raise Rs253m for expansion'],Stock
10/15/2013,['Gul Ahmed launches ‘IDEAS’ at Ocean Mall'],Stock
2/7/2014,['Gul Ahmed Textile earnings rise up to 233 percent'],Stock
5/8/2014,['Gul Ahmed’s Profit grows by 169%'],Stock
9/12/2014,['Ideas by Gul Ahmed Grand Opening'],Stock
9/30/2014,['Gul Ahmed Textile profits up 65pc'],Stock
10/3/2014,['Gul Ahmed Textile profits up 65pc'],Stock
10/1/2015,['Gul Ahmed Ideas revealed their latest pret collection'],Stock
10/10/2015,['Gul Ahmed celebrates newest trends at ‘Great Fashion Show’'],Stock
2/27/2016,['Gul Ahmed Textile aims to raise Rs686 million for expansion'],Stock
3/6/2016,['Gul Ahmed Presents The Original Lawn Volume 1!'],Stock
3/10/2016,['Fight against Breast Cancer Gul Ahmed & Pink Ribbon sign an MOU to fight against the spread of Breast Cancer'],Stock
6/17/2016,['Gul Ahmed seeks generation licence'],Stock
10/4/2016,['Gul Ahmed plans to carve out business segments'],Stock
10/20/2016,['Gul Ahmed starts 50MW wind power production'],Stock
2/24/2018,['‘NoDarrNoDar’ campaign by Gul Ahmed for women'],Stock
2/21/2007,['Nishat Mills gives no dividend'],Stock
9/27/2007,['Higher cotton prices cut Nishat Mills margins'],Stock
8/28/2008,['Nishat Mills announces 25pc dividend'],Stock
8/26/2009,['Nishat Mills recommends Rs2 dividend'],Stock
10/27/2009,['Nishat Mills earns profit'],Stock
4/27/2010,['Nishat Mills earns Rs800m profit'],Stock
2/19/2011,['NML posts over 100pc rise in profits'],Stock
10/6/2012,['NML considering Rs600m investment in Nishat Dairy'],Stock
2/12/2013,['Pacra maintains ratings of Nishat Mills'],Stock
6/4/2013,['Nishat Mills Limited'],Stock
9/26/2013,['NML posts 66pc yearly growth'],Stock
2/15/2014,['NML earnings grow by 35 percent'],Stock
9/24/2014,['Nishat Mills earnings down 5.7 percent'],Stock
2/25/2015,['NML earns Rs1.9bn in first half'],Stock
7/15/2015,['Nishat Mills embarks on commodities business'],Stock
12/16/2015,['Nishat Mills keen to acquire Fesco'],Stock
2/25/2016,['Nishat Mills earns Rs3.99 billion in July-Dec'],Stock
10/29/2016,['Nishat Mills Limited’s profits up 17 percent'],Stock
2/4/2017,['Hyundai to assemble cars in Pakistan in venture with Nishat Mills'],Stock
2/28/2017,"['Nishat Mills plans Rs2.7bln investment in MCB Bank, power subsidiary']",Stock
3/31/2017,['Japanese giant to buy NML auto stake'],Stock
9/26/2017,['Nishat Mills profit up 1.3 percent'],Stock
4/20/2018,['Nishat Mills finalises auto venture deal with Hyundai'],Stock
7/20/2008,['Engineering companies unified as ‘Avanceon’'],Stock
11/20/2013,['Avanceon plans to issue 25m shares'],Stock
2/11/2014,['Avanceon’s shares trading at LSE from today'],Stock
9/5/2014,['Avanceon enters into business partnership with ATCO'],Stock
10/15/2015,['Avanceon FZE honoured'],Stock
3/23/2008,['NetSol inks agreement for computer-based training in Pakistan'],Stock
5/1/2008,['NetSol net income soars by 62.3pc'],Stock
5/4/2008,"['Microsoft, NetSol ink agreement']",Stock
5/8/2008,['NetSol plans further investment'],Stock
5/31/2008,['NetSol and PSEB launch apprenticeship programme'],Stock
6/17/2008,['NetSol to commence trading on Dubai exchange on June 16'],Stock
6/18/2008,['NetSol enters European market with LeaseSoft'],Stock
6/28/2008,['NetSol inks distributor agreement'],Stock
9/12/2008,['NetSol declares 10pc cash dividend'],Stock
10/17/2008,['ACCA recognises NetSol’s commitment to train students'],Stock
7/29/2009,"['NetSol, Chinese bank sign contract']",Stock
9/16/2009,['NetSol profit drops to Rs294m'],Stock
7/21/2010,"['Netsol to acquire sister firms in US, Europe']",Stock
8/25/2010,['Netsol’s global offices collect funds for floods'],Stock
9/28/2010,['NetSol agrees on terms for new global framework deal'],Stock
10/17/2010,['Australian team visits Netsol facility'],Stock
10/29/2010,['NetSol to highlight floods at NASDAQ'],Stock
11/3/2010,['NetSol revenue increases by 4.5 percent'],Stock
1/25/2011,['Netsol achieves ISO 20000'],Stock
2/15/2011,['NetSol revenue increases to Rs549 million'],Stock
4/14/2011,['World Bank team visits NetSol'],Stock
7/12/2013,['NetSol selects Toshiba’s VRF system'],Stock
12/24/2015,['NetSol signs $100mln contract to implement solutions'],Stock
12/19/2016,['Pak Datacom head not quitting despite expiry of tenure'],Stock
4/5/2006,['PTCL Phone Book distribution in June'],Stock
4/6/2006,['PTCL asked to reduce bandwidth rates'],Stock
4/7/2006,['PTCL asked to reduce bandwidth rates'],Stock
4/8/2006,['Handing over of PTCL management to Etisalat on 12th'],Stock
4/11/2006,['PTCL moves against Internet telephony'],Stock
4/14/2006,['CDC inducts 1.326bn PTCL shares'],Stock
4/21/2006,['Promotions in PTCL'],Stock
4/28/2006,['PTCL offers V-fone'],Stock
5/11/2006,['PTCL new packages lack PTA approval'],Stock
5/16/2006,['PTCL plans Rs20bn expansion project'],Stock
5/20/2006,"['PTCL reduces bandwidth rates', 'PTCL declares Rs3 cash dividend']",Stock
6/7/2006,"['PTCL may pay more dividend to government', 'PTA asks PTCL to match Indian bandwidth rates']",Stock
6/24/2006,"['PTA asks PTCL to rationalise bandwidth prices', 'Paknet owes Rs100m to PTCL', 'PTCL sell-off to improve efficiency: PM']",Stock
7/27/2006,['PTCL moves LHC against bandwidth rate cut decision'],Stock
8/8/2006,"['PTCL cuts local, international call rates']",Stock
8/9/2006,['PTCL cuts tariff without regulator’s nod'],Stock
8/24/2006,['LDI operators urge PTA to reverse PTCL’s tariff cut'],Stock
8/25/2006,['LDI interface connection: PTA asks PTCL to cut tariff'],Stock
8/26/2006,['PTCL to charge missed calls'],Stock
8/31/2006,['Govt ‘lost Rs 23.6bn in revised PTCL sale’'],Stock
9/2/2006,['Opposition to move parliament against revised PTCL sale'],Stock
9/7/2006,['MMA moves Senate against PTCL sale'],Stock
9/8/2006,['Motion on PTCL sale moved in NA'],Stock
9/9/2006,['PTCL ‘tariff cut’ sparks controversy'],Stock
9/15/2006,['PTCL posts Rs20.7bn net profit'],Stock
9/21/2006,"['PTA rejects PTCL plea to charge ‘17’ calls', 'PTCL cuts call rates']",Stock
9/23/2006,['PTCL CBA asked to avoid pressure tactics'],Stock
10/1/2006,['SC moved against PTCL sale to Etisalat'],Stock
10/25/2006,['Consumer complaints against PTCL at 99pc'],Stock
10/31/2006,['PTCL Q1 profit down 6.9pc'],Stock
11/3/2006,['Pemra awards first-ever IPTV licence to PTCL'],Stock
11/15/2006,['PTCL to complete maintenance work in 15 days'],Stock
1/1/2007,"['PTCL set to lay off 30,000 employees']",Stock
1/6/2007,['No plan to lay off any employee: PTCL'],Stock
1/18/2007,['PTCL ready to meet challenges'],Stock
1/25/2007,['PTCL denies bandwidth rate cut'],Stock
1/28/2007,['NADRA goes mobile with PTCL V'],Stock
2/15/2007,['PTCL signs deal to implement MNP'],Stock
2/17/2007,['LHC dismisses PTCL appeal in tariff case'],Stock
2/22/2007,['PTCL moving SC to block low Internet rates'],Stock
3/3/2007,['PTCL blocks vital Internet sites to comply with SC order'],Stock
3/5/2007,['PTCL quietly reverses action to normalise Internet'],Stock
3/16/2007,['Body to monitor PTCL services'],Stock
4/10/2007,"['PTCL moves SC against bandwidth price cut', 'KCCI asks PTCL to make intra-exchange calls free']",Stock
4/24/2007,['PTCL aims top ranking'],Stock
5/1/2007,"['PTCL, POL, NBP declare results']",Stock
5/9/2007,['Terrorists may hit PTCL installations'],Stock
5/17/2007,['ISPs hit out at PTCL for ‘distorting competition’'],Stock
5/29/2007,"['PTCL management, union talk on VSS']",Stock
6/3/2007,['‘No forced layoff in PTCL under VSS’'],Stock
6/12/2007,['PTCL’s DSL service faces legal challenge'],Stock
6/17/2007,['Strikes in PTCL unlawful: NIRC'],Stock
6/21/2007,['ISPs asked to withdraw petition against PTCL'],Stock
7/11/2007,['PTCL cuts IP bandwidth rates up to 30pc'],Stock
8/4/2007,['PTA approves PTCL’s DSL rate cut'],Stock
8/29/2007,['PM praises opportunities for PTCL staff'],Stock
8/30/2007,['SC moved against PTCL privatisation'],Stock
9/2/2007,"['Senate body lashes out at CDA, Wapda, PTCL']",Stock
9/15/2007,['PTCL net profit falls 24.7pc'],Stock
9/18/2007,['Etisalat plans PTCL staff cut'],Stock
9/20/2007,['PTCL regular employees get raise'],Stock
9/25/2007,['PTCL may announce VSS to lay off staff'],Stock
10/19/2007,['CCoP approves VSS for PTCL'],Stock
10/31/2007,['PTCL’s pre-tax profit drops to Rs4.6 billion'],Stock
11/3/2007,"['Customers annoyed over PTCL’s VMS', 'PTCL holds annual general meeting']",Stock
11/15/2007,"['PTCL loses 0.3m landline customers to cell, WLL services']",Stock
11/24/2007,['‘PTCL’s VSS scheme voluntary’'],Stock
11/27/2007,['PTCL offers broadband services to all customers'],Stock
12/7/2007,"['Excise dept rejects PTCL’s plea, asks to pay property tax']",Stock
12/8/2007,['PTA puts curbs on PTCL packages'],Stock
12/12/2007,['PTCL cuts rates for IDD calls'],Stock
12/19/2007,['PTCL signs contract to recover bad debts'],Stock
12/21/2007,['Unwanted PTCL package People find it difficult to deactivate'],Stock
1/17/2008,"['PTCL, HBL agree to provide online services']",Stock
1/30/2008,['Pakistan Package irks PTCL subscribers'],Stock
1/31/2008,['PTCL employees unhappy with VSS'],Stock
2/8/2008,['PTCL to invest $50m in new telecom cable'],Stock
2/15/2008,['PTCL revamps communication network'],Stock
2/28/2008,['PTCL posts Rs9.5bn loss'],Stock
4/1/2008,['PTCL launches three new packages'],Stock
4/5/2008,"['PTCL, Habib Rafiq ink MoU']",Stock
4/6/2008,['PTCL charging for value-added services on dead phones'],Stock
4/8/2008,['PTCL to improve staff training'],Stock
4/12/2008,['PTCL phones lie dead'],Stock
4/16/2008,['PTCL cuts local call duration without informing customers'],Stock
4/24/2008,['PTCL criticised over subscriber packages'],Stock
4/30/2008,"['Industries suffer as PTCL fails to revive dead phones', 'PTCL profit falls sharply']",Stock
5/4/2008,['PTCL wins ‘Best Banking Technology’ award'],Stock
5/18/2008,['PTCL daily wagers observe ‘Black Day’'],Stock
6/18/2008,['People want PTCL services improved'],Stock
6/26/2008,['PTCL to lay high-speed network at KSE'],Stock
6/27/2008,['PTCL introduces unified pay scale'],Stock
6/28/2008,['PTCL declares 2008-09 ‘Customer Care Year’'],Stock
7/4/2008,['PTCL withdraws internet circuit price hike'],Stock
7/16/2008,['UPS favours PTCL’s employees: management'],Stock
7/17/2008,['Panel to probe Rangers clash with PTCL workers'],Stock
7/18/2008,"['Unified Pay Scale withdrawn, PTCL strike continues']",Stock
7/19/2008,"['PTCL workers rift with management, govt persists', 'Cabinet body reviews dispute at PTCL']",Stock
7/29/2008,['Disruptions at PTCL cause losses to private operators'],Stock
7/31/2008,"['PTCL management, employees ink MoU']",Stock
8/7/2008,['KCCI asks PTCL to provide proper facilities'],Stock
8/13/2008,['PTCL introduces ‘easylearning’'],Stock
8/23/2008,['PTCL bills on faulty phones'],Stock
8/30/2008,['PTCL employees urged to work hard'],Stock
9/11/2008,"['PTCL, CISCO, NUST to establish internet technology centre']",Stock
9/13/2008,['Property transfer objections delay PTCL’s payment of $266m'],Stock
9/25/2008,['PTCL announces Rs2.82bn loss'],Stock
10/9/2008,['PTCL and Ufone ink strategic agreement with Microsoft'],Stock
10/10/2008,"['PTCL hikes UAN tariff', 'PTCL donates Rs10m for BISP']",Stock
10/15/2008,['PTCL inks agreement with Wi-tribe'],Stock
10/26/2008,['PTCL to provide Skylink service to Telenor'],Stock
